IncidentNum,DateTime,Lat,Lon,Address,IncidentType,ActionTaken,Remarks
2021000009884,12/13/2021 15:24,42.5111808,-71.2730838,"312 Springs Rd, Bedford, MA 01730, USA",Traffic Complaint,Removed, Received a call reporting the parking lot at Fawn Lake is blocked off and cars are not able to park in the lot. Car 9  Waite dispatched. Car 4 Sgt Saunders responded and removed the cones. 
2021000009885,12/13/2021 16:06,42.5120516,-71.2390219,"54 Middlesex Turnpike, Bedford, MA 01730, USA",MV Stop,Citation Issued, No dispatcher remarks listed. 
2021000009886,12/13/2021 16:18,42.4858247,-71.2606068,"30 Shawsheen Ave, Bedford, MA 01730, USA",Fire Misc.,Fire Incident - Closed FC, S-1 reported they were on the air responding back to the wood chip pile at 30 Shawsheen Ave for a investigation. Per  S-1 no PD was required. S-1 reported they wet down some hot spots. 
2021000009887,12/13/2021 16:39,42.4828196,-71.3093446,"47 Glenridge Dr, Bedford, MA 01730, USA",Hazard - Road,DPW Notified, Received a call from the resident of 47 Glenridge Dr. reporting that a portion of the road pavement has crumbled  away in the area Glen Terrace and Norma Rd. Car 9 Sgt. Waite dispatched.  Sgt Waite requested that the DPW be  notified by email. 
2021000009889,12/13/2021 16:51,42.515915,-71.2854489,"330 North Rd, Bedford, MA 01730, USA",MV Crash No Injury,Report, Received numerous calls reporting a car hit a deer in the area of North Rd and Minuteman Dr.  Car 11 Officer  Brickey/Kennedy dispatched. Officers spoke with the operator of the vehicle. A passerby picked up the deer. See  Officer Brickey's report. 
2021000009890,12/13/2021 17:08,42.5166903,-71.2722708,"504 Springs Rd, Bedford, MA 01730, USA",Directed Patrol,Checked Area, Car 9 Sgt Waite reports a directed patrol of 504 Springs Rd.  All is in order. 
2021000009893,12/13/2021 18:28,42.5061398,-71.2850313,"198 North Rd, Bedford, MA 01730, USA",B&E,Report, Received a call from the resident of 198 North Rd reporting a past B & E.  Resident reports that when they got home  this afternoon his dog was locked in the front part of the house.  He reports they just discovered some property  missing. Car 9 Sgt Waite and Car 8 Officer Hunt dispatched. Car 12 Detective Martin also responding. See Sgt  Waite's report. 
2021000009894,12/13/2021 19:12,42.4884399,-71.2690831,"Great Rd & Ashby Rd, Bedford, MA 01730, USA",MV Stop,Warning - Verbal, No dispatcher remarks listed. 
2021000009895,12/13/2021 21:15,42.502026,-71.237759,"200 Burlington Rd, Bedford, MA 01730, USA",MV Stop,Warning - Written, No dispatcher remarks listed. 
2021000009896,12/13/2021 21:46,42.4958785,-71.258489,"44 Old Billerica Rd, Bedford, MA 01730, USA",MV Stop,Warning - Written, No dispatcher remarks listed. 
2021000009897,12/13/2021 22:04,42.4962695,-71.2575145,"49 Old Billerica Rd, Bedford, MA 01730, USA",MV Stop,Warning - Written, No dispatcher remarks listed. 
2021000009898,12/14/2021 00:26,42.4856669,-71.2642127,"297 Great Rd, Bedford, MA 01730, USA",Patrol Initiated Area Check,Nothing Found, No dispatcher remarks listed. 
2021000009899,12/14/2021 01:06,42.5010995,-71.2590226,"100 Old Billerica Rd, Bedford, MA 01730, USA",Patrol Initiated Area Check,Nothing Found, No dispatcher remarks listed. 
2021000009900,12/14/2021 01:12,42.4910929,-71.2803134,"Maple St & Elm St, Bedford, MA 01730, USA",Directed Patrol,Other, Car5-Weisenborn conducted a check of overnight parking on Elm Street and Maple Street. Five warnings were  issued. 
2021000009901,12/14/2021 01:18,42.485859,-71.280067,"Railroad Ave & Commercial Ave, Bedford, MA 01730, USA",Patrol Initiated Area Check,Nothing Found, No dispatcher remarks listed. 
2021000009902,12/14/2021 01:21,42.4954109,-71.2704147,"3 Dunster Rd, Bedford, MA 01730, USA",Directed Patrol,Other, Car5-Brooks conducted a check of overnight parking on Dunster Road. One warning issued. 
2021000009903,12/14/2021 01:32,42.5208184,-71.2460377,"155 Middlesex Turnpike, Bedford, MA 01730, USA",Directed Patrol,Nothing Found, Car5-Brooks conducted a directed patrol of 155 Middlesex Turnpike. All is in order. 
2021000009904,12/14/2021 01:33,42.5166903,-71.2722708,"504 Springs Rd, Bedford, MA 01730, USA",Directed Patrol,Nothing Found, Car3-Weisenborn conducted a directed patrol of 504 Springs Road. All in order. 
2021000009905,12/14/2021 02:48,42.4940967,-71.3072103,"1 William St, Bedford, MA 01730, USA",Death,Report," Received a 911 call requesting an ambulance for a medical at 1 Williams Street. Car3-Weisenborn, Sqd-1 and  Medic-1 dispatched. Command requested the Engine to the scene, CPR in progress. Eng-3 dispatched. There will be  no transport by the Fire Department. Car10-Sgt. Towle notified. CPAC and the ME were notified. See report. "
2021000009906,12/14/2021 04:50,42.5122669,-71.2932442,"146 Dudley Rd, Bedford, MA 01730, USA",Assist Fire Department,Fire Incident - Closed FC," Received a call requesting help with a lift assist at 146 Dudley Road. Car5-Brooks and Medic-1 dispatched. The FD  assisted the resident, no transport. "
2021000009907,12/14/2021 05:03,42.4858247,-71.2606068,"30 Shawsheen Ave, Bedford, MA 01730, USA",Fire Misc.,Fire Incident - Closed FC, Received a call for heavy smoke in the area of 30 Shawsheen Avenue. Car10-Sgt. Towle and Eng-3 dispatched. FD  reported an outside fire at that location. 
2021000009908,12/14/2021 05:08,42.4824977,-71.257967,"392 Great Rd, Bedford, MA 01730, USA",Ambulance,Fire Incident - Closed FC,"  Received a 911 call for an active child birth at 392 The Great Road. Car3-Weisenborn, Car5-Brooks, Sqd-1 and  Medic-1 dispatched. Medic-1 delivered the baby on scene and transported the mother and baby to the Winchester  Hospital, 10.4 miles. "
2021000009909,12/14/2021 06:12,42.4856669,-71.2642127,"297 Great Rd, Bedford, MA 01730, USA",MV Stop,Citation Issued, No dispatcher remarks listed. 
2021000009910,12/14/2021 07:26,42.4863889,-71.2612036,"328 Great Rd, Bedford, MA 01730, USA",Alarm Commercial,Report," Received a call reporting a burglar alarm at 328 The Great Rd., Bedford House of Beef. Car5 Piccirillo/Lavine and  Car2 Reid dispatched. Officers found an unsecured front door. See report. "
2021000009911,12/14/2021 07:52,42.4913232,-71.2853793,"9 Mudge Way, Bedford, MA 01730, USA",Check Well Being,Checked Area," Received a 911wireless hangup call from the area of BHS, unable to reach a person on multiple callbacks. Car8 Hunt  dispatched. Officer Hunt checked the area and spoke with school staff, no emergency found. "
2021000009912,12/14/2021 08:01,42.4889446,-71.2610876,"19 Elmbrook Rd, Bedford, MA 01730, USA",Ambulance,Fire Incident - Closed FC," Received a call reporting a medical at 19 Elmbrook Rd. E3, M1, and Car5 Piccirillo/Lavine dispatched. M1  transported to M1 transported to Emerson "
2021000009913,12/14/2021 08:50,42.485404,-71.3098898,"410 Davis Rd, Bedford, MA 01730, USA",Directed Patrol,Observed," Car2 Reid reports a directed patrol, bus #6 to the Davis School. No violations. "
2021000009914,12/14/2021 08:56,42.5049001,-71.2758206,"204 Springs Rd, Bedford, MA 01730, USA",Ambulance,Fire Incident - Closed FC," Received a 911 call reporting a medical at 204 Springs Rd. S1 and Bill P15 dispatched, VA PD notified. P15 obtained  a signed refusal. "
2021000009915,12/14/2021 09:08,42.4932499,-71.2650783,"96 Page Rd, Bedford, MA 01730, USA",MV Stop,Warning - Written, No dispatcher remarks listed. 
2021000009916,12/14/2021 09:16,42.4810614,-71.25654,"440 Great Rd, Bedford, MA 01730, USA",MV Stop,Warning - Written, No dispatcher remarks listed. 
2021000009917,12/14/2021 09:22,42.4928408,-71.2827344,"2 Mudge Way, Bedford, MA 01730, USA",Informational,Report, Lt. Vitale requested a log item for an incident that occured 12/13/21. See report 
2021000009918,12/14/2021 09:40,42.4805637,-71.2692778,"214 South Rd, Bedford, MA 01730, USA",MV Stop,Citation Issued, No dispatcher remarks listed. 
2021000009919,12/14/2021 10:00,42.480093,-71.2827344,"92 Hartwell Rd, Bedford, MA 01730, USA",MV Stop,Citation Issued, No dispatcher remarks listed. 
2021000009920,12/14/2021 10:09,42.5116735,-71.2467486,"38 Crosby Dr, Bedford, MA 01730, USA",MV Stop,Warning - Written, No dispatcher remarks listed. 
2021000009921,12/14/2021 10:24,42.4928537,-71.2559368,"137 Shawsheen Rd, Bedford, MA 01730, USA",MV Crash No Injury,Report, Received multiple calls reporting a MVC w/out inujury at Shawsheen Rd. and 
2021000009922,12/14/2021 10:56,42.5088847,-71.2362839,"44 Middlesex Turnpike, Bedford, MA 01730, USA",Patrol Initiated Area Check,Checked Area, No dispatcher remarks listed. 
2021000009923,12/14/2021 11:03,42.4932709,-71.2829693,"MA-4 & Mudge Way, Bedford, MA 01730, USA",Property - Any L/F/R,Report, Party into station with a cell phone she found at the Mudge Way Playground. Car5 Piccirillo/Lavine dispatched. See  report. 
2021000009924,12/14/2021 12:09,42.4871376,-71.2633216,"308 Great Rd, Bedford, MA 01730, USA",MV Stop,Citation Issued, No dispatcher remarks listed. 
2021000009925,12/14/2021 12:25,42.485728,-71.2699043,"16 Ashby Rd, Bedford, MA 01730, USA",MV Stop,Warning - Written, No dispatcher remarks listed. 
2021000009926,12/14/2021 12:27,42.485008,-71.2576052,"1 Shawsheen Rd, Bedford, MA 01730, USA",Service Call,Spoken To," Received a call reporting a man sunning himeself in the back of the cemetery which the caller finds disrespectful.  Car5 Piccirillo/Lavine dispatched. Officers spoke with the party, he will attempt to find another place to go. "
2021000009927,12/14/2021 13:05,42.49327,-71.28297,"Great Rd & Mudge Way, Bedford, MA 01730, USA",MV Stop,Warning - Written, No dispatcher remarks listed. 
2021000009928,12/14/2021 13:21,42.4872924,-71.2756582,"53 Loomis St, Bedford, MA 01730, USA",MV Stop,Warning - Written, No dispatcher remarks listed. 
2021000009929,12/14/2021 13:40,42.4932709,-71.2829693,"Great Rd & Mudge Way, Bedford, MA 01730, USA",MV Stop,Warning - Written, No dispatcher remarks listed. 
2021000009931,12/14/2021 14:04,42.4842516,-71.2623735,"337 Great Rd, Bedford, MA 01730, USA",Suspicious MV or Pers,Checked Area, Received a call reporting two suspicious people in the Stop and Shop parking lot.  Caller reports she was walking to  her car when a man and woman began following her and she heard the man tell the woman to take her bag.  Party  states she told them she had a taser and left the area.  The man was described as a white male with a visible limp.  Woman was described as a white female with blond hair in a bun and wearing a gray zip-up sweatshirt.  Car 5 Officer  Piccirillo/Lavine and Car 8 Officer Hunt dispatched.  Car 4 Sgt Saunders also responding. Officers checked the area  and were unable to locate the individuals. 
2021000009932,12/14/2021 14:23,42.4856669,-71.2642127,"297 Great Rd, Bedford, MA 01730, USA",MV Hit and Run Crash,Report, Received a call reporting a hit and run in the Ocean State Job Lot parking lot.  Car 8 Officer Hunt dispatched.  Car 5  Officer Piccirillo/Lavine also responding.  See Office Piccirillo's report. 
2021000009933,12/14/2021 15:43,42.4878447,-71.278639,"Otis St & South Rd, Bedford, MA 01730, USA",Directed Patrol,Observed," Car 11 Brickey/Kennedy reporting observing the School Bus Stop for Bus #9, South Rd at Hartford. No violations  were found. "
2021000009934,12/14/2021 16:04,42.4978264,-71.2564653,"7 Burlington Rd, Bedford, MA 01730, USA",MV Stop,Warning - Verbal, No dispatcher remarks listed. 
2021000009935,12/14/2021 16:20,42.501187,-71.2446617,"140 Old Burlington Rd, Bedford, MA 01730, USA",Patrol Initiated Area Check,Checked Area, No dispatcher remarks listed. 
2021000009936,12/14/2021 16:23,42.4929993,-71.2746469,"20 Bedford Village, Bedford, MA 01730, USA",Harassment,Report, Party into station to relay information regarding a video posted on social media referencing the Bedford  Massachusetts Police Department.  Party also reports that she believes the individual who posted the video is  harassing her. Car 11 Officer Brickey/Kennedy dispatched. See Officer Brickey's report. 
2021000009937,12/14/2021 16:26,42.4874039,-71.2587674,"36 Shawsheen Rd, Bedford, MA 01730, USA",Fire Misc.,Fire Incident - Closed FC," Received a call reporting a large amount of smoke coming from the woodschip pile at the Med Bros, 30 Shawsheen  Ave. S-1 dispatched. Per C-2 E-4 only. Command reports fire is behind 36 Shawsheen Rd, requests additional  manpower and Mutual Aid to scene. S-1 dispatched. "
2021000009938,12/14/2021 16:42,42.4903961,-71.2795559,"45 South Rd, Bedford, MA 01730, USA",Illegal Dumping,Spoken To, Received a call from the resident of 45R South Rd reporting a washing machine was dumped in her driveway a few  days ago.  Car 5 Officer Lavine/Piccirillo dispatched. Officer Piccirillo reports the washing machine was placed there  by the landlord who has already contacted a disposal company.  All is in order. 
2021000009939,12/14/2021 17:15,42.4932627,-71.2784968,"Springs Rd & Hancock St, Bedford, MA 01730, USA",MV Stop,Citation Issued, No dispatcher remarks listed. 
2021000009940,12/14/2021 17:32,42.5049001,-71.2758206,"204 Springs Rd, Bedford, MA 01730, USA",Ambulance,Fire Incident - Closed FC," Received a call from the VA hospital reporting a medical in building 5. Medic 1, C3 Capt Daniels, and C4 Sgt  Saunders dispatched. VAPD notified. Medic 1 transported one Lahey to Hospital. "
2021000009941,12/14/2021 18:29,42.485583,-71.2606004,"340 Great Rd, Bedford, MA 01730, USA",Check Well Being,Spoken To," Received a 911 hang up call from 340 The Great Rd, The Bedford Plaza Hotel. Spoke to front desk staff at call back  who reports that it came from room # 217.  Car 5 Officer Piccirillo/Lavine dispatched.  Car 4 Sgt Saunders also  responding.  Sgt Saunders spoke to the party in room # 217 that reports it was accidental. "
2021000009942,12/14/2021 20:42,42.4896583,-71.2734322,"Webber Ave & Great Rd, Bedford, MA 01730, USA",MV Stop,Warning - Written, No dispatcher remarks listed. 
2021000009943,12/14/2021 20:47,42.4953897,-71.2859825,"40 North Rd, Bedford, MA 01730, USA",MV Stop,Warning - Written, No dispatcher remarks listed. 
2021000009944,12/14/2021 20:51,42.4856669,-71.2642127,"297 Great Rd, Bedford, MA 01730, USA",MV Stop,Warning - Verbal, No dispatcher remarks listed. 
2021000009945,12/14/2021 21:02,42.5166903,-71.2722708,"504 Springs Rd, Bedford, MA 01730, USA",Directed Patrol,Checked Area, Car 9 Waite reported a check of 504 Springs Rd. 
2021000009946,12/14/2021 21:12,42.4955204,-71.2582338,"34 Old Billerica Rd, Bedford, MA 01730, USA",MV Stop,Citation Issued, No dispatcher remarks listed. 
2021000009947,12/14/2021 21:19,42.48991,-71.2733845,"180 Great Rd, Bedford, MA 01730, USA",MV Stop,Warning - Written, No dispatcher remarks listed. 
2021000009948,12/14/2021 21:32,42.483113,-71.2587709,"Great Rd & Gray Terrace, Bedford, MA 01730, USA",MV Stop,Warning - Written, No dispatcher remarks listed. 
2021000009949,12/14/2021 21:33,42.4937061,-71.2583498,"8 Old Billerica Rd, Bedford, MA 01730, USA",MV Stop,Warning - Written, No dispatcher remarks listed. 
2021000009950,12/14/2021 21:46,42.4889092,-71.2708793,"Lane Ave & Great Rd, Bedford, MA 01730, USA",MV Stop,Warning - Written, No dispatcher remarks listed. 
2021000009951,12/14/2021 22:08,42.4956689,-71.2574681,"37 Old Billerica Rd, Bedford, MA 01730, USA",MV Stop,Warning - Verbal, No dispatcher remarks listed. 
2021000009952,12/14/2021 22:27,42.501301,-71.2356414,"213 Burlington Rd, Bedford, MA 01730, USA",Ambulance,Fire Incident - Closed FC," Received a 911 call from the Melting Pot, 213 Burlington Rd requesting EMS for a Medical. Medic-1, S-1, Car 11  Brickey/Kennedy dispatched. Medic-1 transported 1 to Lahey. See report. "
